ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDateTime,VmvCode,VariableCode,VariableName,MeasurementFlag,MeasurementValue,UnitCode,SampleDetectLimit,MeasurementComment,MeasurementQualifier,MeasurementQualifierDescription,MeasurementQualifierComment,MethodCode,MethodDetectionLimit,LabCode
ABS034,03SWE02079,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"Water is quite murky.  Low turbidity, and flow.  Some foam",10/07/2003 12:00:00,9105,532,FLUORIDE DISSOLVED," ",0.11,mg/L,0.0500,,,,,356,0.05,23
ABS034,03SWE02348,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"Dicarded DO meter value. Some edge ice, lots of slush down center of channel.  Algae frozen to rocks.",11/05/2003 13:20:00,9105,532,FLUORIDE DISSOLVED," ",0.12,mg/L,0.0500,,,,,356,0.05,23
ABS034,03SWE02380,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,"Open water, some slush",12/09/2003 12:50:00,9105,532,FLUORIDE DISSOLVED," ",0.12,mg/L,0.0500,,,,,356,0.05,23
ABS034,04SWE00002,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,,01/06/2004 11:30:00,9105,532,FLUORIDE DISSOLVED," ",0.15,mg/L,0.0500,,,,,356,0.05,23
ABS034,04SWE00085,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Sampled from open Lead.  Discarding DO meter value (ripped membrane).,02/02/2004 14:15:00,9105,532,FLUORIDE DISSOLVED," ",0.17,mg/L,0.0500,,,,,356,0.05,23
ABS034,04SWE00223,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,Water clean and clear.  Open lead in center.  Some fresh snow in area.,03/02/2004 12:30:00,9105,532,FLUORIDE DISSOLVED," ",0.14,mg/L,0.0500,,,,,356,0.05,23
ABSA34,04SWE00501,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Slight pulp odour in air not water.  Water clean and clear.,04/21/2004 12:00:00,9105,532,FLUORIDE DISSOLVED," ",0.11,mg/L,0.0500,,,,,356,0.05,23
ABSA34,04SWE00632,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Water level up from previous visit.  Water a little turbid. *Note* last week this area recieved about 20cm of snowfall,05/18/2004 12:45:00,9105,532,FLUORIDE DISSOLVED," ",0.13,mg/L,0.0500,,,,,356,0.05,23
ABSA34,04SWE00898,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Water level up about 2 meters and very turbid.  Lots of debris coming down the river,06/08/2004 11:30:00,9105,532,FLUORIDE DISSOLVED," ",0.06,mg/L,0.0500,,,,,356,0.05,23
ABSA34,04SWE01262,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Water level quite high.  Water milky white (likely Mountain runoff).  Recent rain in area.,07/07/2004 11:00:00,9105,532,FLUORIDE DISSOLVED," ",0.06,mg/L,0.0500,,,,,356,0.05,23
ABSA34,04SWE01777,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Blue-ish rock flour color to water.  Fine silt on substrate,08/11/2004 07:45:00,9105,532,FLUORIDE DISSOLVED," ",0.08,mg/L,0.0500,,,,,356,0.05,23
ABSA34,04SWE02161,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"Raining,wl seems high for this time of year.  Water not as turbid as Obed.",09/08/2004 11:45:00,9105,532,FLUORIDE DISSOLVED," ",0.09,mg/L,0.0500,,,,,356,0.05,23
ABSA34,04SWE02565,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Lab preserved samples prior to filtering-unable to run Diss metals.,10/06/2004 12:05:00,9105,532,FLUORIDE DISSOLVED," ",0.11,mg/L,0.0500,,,,,356,0.05,23
ABSA34,04SWE02831,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Five bottles were collected for pharmaceuticals. Sample was comped in a stainless steel bucket.,11/09/2004 12:45:00,9105,532,FLUORIDE DISSOLVED," ",0.1,mg/L,0.0500,,,,,356,0.05,23
ABSA34,04SWE02870,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"Sampled from shore, only about 2 feet of ice.  Lots of slush and pans of ice.  River mostly open.  No winklers because of slush.",12/08/2004 12:30:00,9105,532,FLUORIDE DISSOLVED," ",0.14,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE00008,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,"Chla not entered due to uncertainty of volumes ~1 foot of ice, good flow.  When first drilled hole, water was flowing over the hole.",01/05/2005 11:50:00,9105,532,FLUORIDE DISSOLVED," ",0.19,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE00080,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,"No snow on ground, ice soft, only about 8 inches thick  Water turbid, milky looking.  Some open leads, but ice unsafe to approach.  Very windy ~ 30-50 k",02/01/2005 12:45:00,9105,532,FLUORIDE DISSOLVED," ",0.11,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE00182,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,Sampled from open lead near LB.,03/02/2005 10:15:00,9105,532,FLUORIDE DISSOLVED," ",0.16,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE00503,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"River is very low,moderately turbid",04/06/2005 08:30:00,9105,532,FLUORIDE DISSOLVED," ",0.13,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE00731,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"WL very low, miky-silty water.",05/03/2005 10:30:00,9105,532,FLUORIDE DISSOLVED," ",0.1,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE01013,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,water level high some debris.  Moderate turbidity.  Pharmmaceuticals taken.,05/31/2005 10:20:00,9105,532,FLUORIDE DISSOLVED," ",0.05,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE01483,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"Water level still veryhigh, water is milky white.",07/06/2005 11:40:00,9105,532,FLUORIDE DISSOLVED," ",0.08,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE02060,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"McIntyre Chloro Triplicate #1,DO from sonde not entered, good replication with winklers. Water level high, water milky in color. Foam starting to collect on shore, along with macrophytes.",08/10/2005 11:30:00,9105,532,FLUORIDE DISSOLVED," ",0.09,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE02843,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"Blue green water, slightly turbid, river a bit higher than normal. Approx. a dozen young trout along the shore.",09/07/2005 11:00:00,9105,532,FLUORIDE DISSOLVED," ",0.09,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE03594,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"Overcast, calm,light snow in shaded areas, winklers not entered poor replication.Cyanide not analyzed.",10/04/2005 15:20:00,9105,532,FLUORIDE DISSOLVED," ",0.1,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE03981,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"100% of river coverd in slushy ice pans, 5-10% of river bank has edge ice. Water clear low turbidity.",11/08/2005 12:15:00,9105,532,FLUORIDE DISSOLVED," ",0.13,mg/L,0.0500,,,,,356,0.05,23
ABSA34,05SWE04083,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"Channel 60% open with slushy ice pans, edge ice very soft, walked out to ice edge and sampled from open lead.",12/07/2005 13:00:00,9105,532,FLUORIDE DISSOLVED,,0.15,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE00005,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"Edge ice very soft (spring like conditions), walked out (3m) to ice edge and sampled from open channel.  Approx ~75 % of river is open, slush in open water.",01/11/2006 13:30:00,9105,532,FLUORIDE DISSOLVED,L,0.05,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE00045,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Glacial green color to water.  Some slush inice.  Sampled from open lead.,02/07/2006 09:00:00,9105,532,FLUORIDE DISSOLVED," ",0.15,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE00214,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"sampled from open lead, lots of slush coming from open lead, water slightly turbid",03/15/2006 12:30:00,9105,532,FLUORIDE DISSOLVED," ",0.15,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE00520,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,,04/19/2006 12:00:00,9105,532,FLUORIDE DISSOLVED," ",0.14,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE00636,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"50% Cloud cover, sunny spots. Windy, NW. Water level still low but covering island right beside LB now, exposed last visit.",05/09/2006 13:00:00,9105,532,FLUORIDE DISSOLVED," ",0.12,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE00700,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,FAST HIGH FLOW,06/07/2006 10:45:00,9105,532,FLUORIDE DISSOLVED," ",0.08,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE00967,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"TOC missing-reason unknown.HIGH FAST WATER FLOW, OVERCAST. NO SPECIAL GLOVES USED WHEN SAMPLING THE ULTRA TRACE MERCURY",07/11/2006 11:00:00,9105,532,FLUORIDE DISSOLVED," ",0.08,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE01707,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Overcast recent rain,08/09/2006 10:15:00,9105,532,FLUORIDE DISSOLVED," ",0.09,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE01819,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,LEVEL DROPPED A LITTLE MODERATE TURBIDITY GLACIAL GREEN STONEFLIES EMERGING FISHERMAN AND SUNBATHER HERE,09/06/2006 14:40:00,9105,532,FLUORIDE DISSOLVED," ",0.1,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE01822,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,Silica and TOC analysis missing-reason unknown.River less turbid than prior visit sunny cool day water level down from last visit,10/03/2006 11:15:00,9105,532,FLUORIDE DISSOLVED,,0.11,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE02701,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,SOME SLUSH ICE COMING DOWN 20FEET OF EDGE ICE ON LB ABOUT 1 1/2INCH THICK SUNNY AND SLIGHT WIND SAMPLED FROM OPEN LEAD,11/16/2006 11:50:00,9105,532,FLUORIDE DISSOLVED,,0.15,mg/L,0.0500,,,,,356,0.05,23
ABSA34,06SWE03023,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,SHORE ICE SAMPLED OPEN LEAD ABOUT 30M OUT FROM SHORE WATER A GLACIAL GREEN COLOR,12/13/2006 13:00:00,9105,532,FLUORIDE DISSOLVED,,0.15,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE00007,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,BOD was not requested.Overcast very windy about -2 sampled from augered holes no field readings b/c unable to get unit to function,01/15/2007 12:45:00,9105,532,FLUORIDE DISSOLVED,,0.17,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE00070,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,TOC missing-reason unknown.Chlorate missing-bottle was not rec'd by lab.Bod was not requested.Hard to find flow hugs left bank low flow - chlorate missing - reason unknown.,02/14/2007 10:15:00,9105,532,FLUORIDE DISSOLVED,,0.14,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE00350,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,BOD was not requested.Sampled from open lead lots of slush coming down good flow about -7 5km wind over cast,03/14/2007 10:45:00,9105,532,FLUORIDE DISSOLVED,,0.14,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE00704,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,TOTAL PHOS REQUESTED BUT NOT REPORTED. Very overcast snowing lots 20-30cm @ cadomin) river very low lots of protruding rocks RB extremely low.,04/14/2007 11:15:00,9105,532,FLUORIDE DISSOLVED,,0.15,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE00953,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,TOC analysis not requested cloudy overcast sample river near ripple area of river rocky substrate,05/14/2007 11:10:00,9105,532,FLUORIDE DISSOLVED,,0.12,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE01681,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,One winkler bottle broken very turbid water water level high cloudy overcast rained all day yesterday logs and debris floating down the river,06/06/2007 07:20:00,9105,532,FLUORIDE DISSOLVED,,0.09,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE01854,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"TOC was not requested. Some foam on banks, water murky but blue in color water level still high but has dropped 1ft very windy hot and sunny",07/04/2007 12:15:00,9105,532,FLUORIDE DISSOLVED,,0.09,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE02440,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"sunny +23 clear skies, good flow, water light grey color. Field cond not recorded",08/02/2007 11:15:00,9105,532,FLUORIDE DISSOLVED,,0.1,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE02806,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,"75% cloud cover sun trying to shine, river has dropped since last visit about 1-2m light ne wind",09/11/2007 10:45:00,9105,532,FLUORIDE DISSOLVED,,0.12,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE03175,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,TOC analysis not requested river is low glacial rock flour turbid warmish weekend gorgeous day all bottles filled from carbuoy,10/10/2007 11:15:00,9105,532,FLUORIDE DISSOLVED,,0.12,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE03594,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,1,16,N,overcast no wind 4 degrees some edge ice and snow at banks river quite low,11/07/2007 12:15:00,9105,532,FLUORIDE DISSOLVED,,0.13,mg/L,0.0500,,,,,356,0.05,23
ABSA34,07SWE03742,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,sampled from right side of open lead centre channel open gusts of wind and -8 overcast clumps of dirt and ice floating down the river,12/11/2007 13:45:00,9105,532,FLUORIDE DISSOLVED,,0.14,mg/L,0.0500,,,,,356,0.05,23
ABSA34,08SWE00014,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,"50% cloud cover -15 no wind sampled from open lead, good ice no snow",01/08/2008 13:15:00,9105,532,FLUORIDE DISSOLVED,,0.15,mg/L,0.0500,,,,,356,0.05,23
ABSA34,08SWE00058,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,PAH was not requested.Warm overcast west breeze sampled from drilled hole about 20m from LB,02/12/2008 13:00:00,9105,532,FLUORIDE DISSOLVED,,0.15,mg/L,0.0500,,,,,356,0.05,23
ABSA34,08SWE00073,MAC,ATH,07AD,0,AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,0,14,128,N,"SUNNY,WINDY RIVER FROZEN ONE OPEN LEAD U/S FROM SAMPLE SITE SAMPLED FROM AUGERED HOLE NO SNOW ON RIVER OR ON BANKS SLIGHTLY TURBID",03/12/2008 11:15:00,9105,532,FLUORIDE DISSOLVED,,0.12,mg/L,0.0500,,,,,356,0.05,23
