ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDateTime,VmvCode,VariableCode,VariableName,MeasurementFlag,MeasurementValue,UnitCode,SampleDetectLimit,MeasurementComment,MeasurementQualifier,MeasurementQualifierDescription,MeasurementQualifierComment,MethodCode,MethodDetectionLimit,LabCode
ABS027,96SWE00610,SAS,RED,05CD,1,AB05CD1070,"ALIX LAKE, CENTRE COMPOSITE",52.39048,-113.19853,0,13,133,N,"Very clear water, some algae present.  Blank done at this site -""Town of Alix Pond"".",07/16/1996 11:11:00,9105,532,FLUORIDE DISSOLVED,,0.18,mg/L,0.05,,,,,356,0.05,23
ABS027,96SWE01158,SAS,RED,05CD,1,AB05CD1070,"ALIX LAKE, CENTRE COMPOSITE",52.39048,-113.19853,0,13,133,N,Water slightly turbid.,08/08/1996 09:15:00,9105,532,FLUORIDE DISSOLVED," ",0.18,mg/L,0.0500,,,,,356,0.05,23
ABS027,96SWE01745,SAS,RED,05CD,1,AB05CD1070,"ALIX LAKE, CENTRE COMPOSITE",52.39048,-113.19853,0,13,133,N,"Gusting winds(~10-20 Km/hr).  Macrophytes at bottom, clear water, low turbidity, overcast. Some foam on surface.  Water level down ~2"" from water line on reeds.",09/05/1996 13:40:00,9105,532,FLUORIDE DISSOLVED," ",0.18,mg/L,0.0500,,,,,356,0.05,23
ABS027,96SWE02153,SAS,RED,05CD,1,AB05CD1070,"ALIX LAKE, CENTRE COMPOSITE",52.39048,-113.19853,0,13,16,N,"Macrophytes present, water slightly turbid, some water fowl on lake.  Five point comp with stainless steel cup due to troubles with motor. Very calm water.",10/03/1996 14:45:00,9105,532,FLUORIDE DISSOLVED," ",0.2,mg/L,0.0500,,,,,356,0.05,23
ABS027,07SWE08051,SAS,RED,05CD,1,AB05CD1070,"ALIX LAKE, CENTRE COMPOSITE",52.39048,-113.19853,0,13,133,N,Brownish water not as bad as Parlby.  Poplar fuss on water.,06/13/2007 13:00:00,9105,532,FLUORIDE DISSOLVED,,0.16,mg/L,0.0500,,,,,356,0.05,23
ABS027,07SWE02308,SAS,RED,05CD,1,AB05CD1070,"ALIX LAKE, CENTRE COMPOSITE",52.39048,-113.19853,0,13,133,N,Sunny and cloudy periods.  One large sailboat pulling skier on lake.  Lots of terns.  No visible algae.  Some small floating macrophytes.,07/24/2007 12:20:00,9105,532,FLUORIDE DISSOLVED,,0.16,mg/L,0.0500,,,,,356,0.05,23
ABS027,07SWE02812,SAS,RED,05CD,1,AB05CD1070,"ALIX LAKE, CENTRE COMPOSITE",52.39048,-113.19853,0,13,133,N,"Some waterfowl, sunny day, one boater.  Nothing unusual.",08/29/2007 12:00:00,9105,532,FLUORIDE DISSOLVED,,0.18,mg/L,0.0500,,,,,356,0.05,23
ABS027,07SWE03185,SAS,RED,05CD,1,AB05CD1070,"ALIX LAKE, CENTRE COMPOSITE",52.39048,-113.19853,0,13,133,N,Winds picked up.  Took zoo haul at 2m.,09/25/2007 12:45:00,9105,532,FLUORIDE DISSOLVED,,0.16,mg/L,0.0500,,,,,356,0.05,23
ABS027,97SWE00357,SAS,RED,05CD,1,AB05CD1080,"ALIX LAKE, PROFILE",52.39048,-113.19853,0,1,17,N,"Lake Profile data from :lk064.xls  Used kemmer for water sampling, because pump was not working.",03/06/1997 12:00:00,9105,532,FLUORIDE DISSOLVED," ",0.26,mg/L,0.0500,,,,,356,0.05,23
ABS002,83AB002191,CHU,BEA,06AA,1,AB06AA0120,"AMISK LAKE, COMPOSITE",54.58342,-112.63879,0,13,133,N,,07/04/1983 14:00:00,9107,532,FLUORIDE DISSOLVED,,0.13,mg/L,,,,,,358,0.02,0
ABS002,83AB004785,MAC,GSL,07QA,1,AB07QA0010,"ANDREW LAKE, COMPOSITE",59.92806,-110.09889,0,13,,N,,09/13/1983 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.14,mg/L,,,,,,358,0.02,0
ABS020,04SWE08515,CHU,BEA,06AD,1,AB06AD0480,"ANGLING LAKE, COMPOSITE",54.20139,-110.32639,0,13,133,N,Raining,08/08/2004 07:45:00,9107,532,FLUORIDE DISSOLVED," ",0.25,mg/L,,,,,,358,0.02,26
ABS020,04SWE08930,CHU,BEA,06AD,1,AB06AD0480,"ANGLING LAKE, COMPOSITE",54.20139,-110.32639,0,13,133,N,foggy,09/03/2004 07:30:00,9107,532,FLUORIDE DISSOLVED," ",0.21,mg/L,,,,,,358,0.02,26
ABS020,04SWE09221,CHU,BEA,06AD,1,AB06AD0480,"ANGLING LAKE, COMPOSITE",54.20139,-110.32639,0,13,133,N,,10/01/2004 09:00:00,9107,532,FLUORIDE DISSOLVED," ",0.19,mg/L,,,,,,358,0.02,26
ABS002,87AB000965,SAS,NSA,05EB,1,AB05EB0980,"ANTLER LAKE, COMPOSITE",53.49583,-112.97917,0,15,16,N,,05/28/1987 11:30:00,9107,532,FLUORIDE DISSOLVED,,0.11,mg/L,,,,,,358,0.02,0
ABS002,87AB000966,SAS,NSA,05EB,1,AB05EB0980,"ANTLER LAKE, COMPOSITE",53.49583,-112.97917,0,15,16,N,,06/29/1987 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,87AB000967,SAS,NSA,05EB,1,AB05EB0980,"ANTLER LAKE, COMPOSITE",53.49583,-112.97917,0,15,16,N,,07/28/1987 15:00:00,9107,532,FLUORIDE DISSOLVED,,0.15,mg/L,,,,,,358,0.02,0
ABS002,87AB000968,SAS,NSA,05EB,1,AB05EB0980,"ANTLER LAKE, COMPOSITE",53.49583,-112.97917,0,15,16,N,,08/18/1987 09:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,87AB000969,SAS,NSA,05EB,1,AB05EB0980,"ANTLER LAKE, COMPOSITE",53.49583,-112.97917,0,15,16,N,,09/24/1987 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.11,mg/L,,,,,,358,0.02,0
ABS002,87AB000944,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.49583,-112.97917,0,1,,N,,01/27/1987 11:01:00,9107,532,FLUORIDE DISSOLVED,,0.15,mg/L,,,,,,358,0.02,0
ABS002,83AB004816,MAC,GSL,07QA,1,AB07QA0030,"ARCH LAKE, COMPOSITE",59.86833,-110.61806,0,13,,N,,09/13/1983 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.14,mg/L,,,,,,358,0.02,0
ABS002,92AB002783,MAC,ATH,07DD,1,AB07DD0590,"ARCHER LAKE (L66), COMPOSITE",58.11306,-110.33583,0,13,,N,,08/05/1992 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.02,mg/L,,,,,,358,0.02,0
ABS002,89AB003337,MAC,ATH,07DD,1,AB07DD0580,"ARCHER LAKE (L66), PROFILE",58.11306,-110.33583,0,1,,N,,03/16/1989 13:01:00,9107,532,FLUORIDE DISSOLVED,,0.04,mg/L,,,,,,358,0.02,0
ABS180,08SWE01403,SAS,NSA,05EB,1,AB05EB5165,"ASTOTIN LAKE, COMPOSITE",53.67747,-112.84167,0,13,133,N,"**No Chla or BMAA samples.** Storm blew in so water was mostly collected along the middle to North shore for only a 3-Point Composite. Water appeared more turbid than other 2 lakes, Lots of free-floating algae. A major storm blew in: Cloudy (100%) Rain, Thunder, Lightening & Hail came in from West, we had to abandon sampling after collecting only 3 Sub-samples in comp jug; used the 3-Point comp water for all bottles except Chla & BMAA because there wasn't enough water; No GPS Taken @ Profile site; Took depth reading @ staff gauge: 0.525m Before the storm and 0.528m after the storm. Got off lake at the Warden's Offices dock (West Side).",06/26/2008 11:15:00,9107,532,FLUORIDE DISSOLVED,,0.25,mg/L,,,,,,358,0.02,26
ABS180,08SWE01656,SAS,NSA,05EB,1,AB05EB5165,"ASTOTIN LAKE, COMPOSITE",53.67747,-112.84167,0,13,133,N,"LAT/LONG MAIN SITE: 53 40 35.4; 112 50 33.6; WATER A MURKY GREEN COLOR, SOME FOAM ON WATER; PELICANS, DUCKS AND OTHER WATER BIRDS ABUNDANT; FIRST ZOO HAUL AT MAIN SITE.",07/22/2008 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.26,mg/L,,,,,,358,0.02,26
ABS180,08SWE02086,SAS,NSA,05EB,1,AB05EB5165,"ASTOTIN LAKE, COMPOSITE",53.67747,-112.84167,0,13,133,N,"VERY HOT, SUNNY. SOME RAINFALL 1-2 DAYS AGO.  ULTRA-TRACE Hg & ICPMS METALS COLLECTED AT SURFACE (0.1M) AND 4.5 M (0.5M FROM BOTTOM). COLLECTED WATER IN 20L JUG USING EUPHOTIC TUBING. TRUE SPLIT OUT OF COMP JUG. BOTTOM METALS & Hg OUT OF SAME ACRYLIC KEMMERER HAUL. VERY FEW AQUATIC VEG.",08/14/2008 12:45:00,9107,532,FLUORIDE DISSOLVED,,0.25,mg/L,,,,,,358,0.02,26
ABS180,08SWE02447,SAS,NSA,05EB,1,AB05EB5165,"ASTOTIN LAKE, COMPOSITE",53.67747,-112.84167,0,13,133,N,TURBIDITY WAS BOUNCING AROUND A LOT. WATER LEVEL QUITE APPARENTLY DOWN AT BOAT LAUNCH AREA.  MORE TOURISTS ON CANOES. PICKED UP A FROG IN THE MIDDLE OF LAKE - TOOK PICS. QUITE A BIT OF FOAM ON LAKE AS DAY PROGRESSES. POURED OFF FIELD BLANK ON SHORE.  15-POINT COMP (COLLECTED WITH 4M COMP TUBING),09/08/2008 10:15:00,9107,532,FLUORIDE DISSOLVED,,0.24,mg/L,,,,,,358,0.02,26
ABS180,08SWE02973,SAS,NSA,05EB,1,AB05EB5165,"ASTOTIN LAKE, COMPOSITE",53.67747,-112.84167,0,13,133,N,"WARM WEATHER OVER THE LAST WEEK (MID 20'S). BIG FLOCK OF GEESE ON WEST SIDE OF LAKE.  15-PT COMP. 2 CANOERS OUT, WATER LEVEL VISABLY LOWER. LOT OF LOON POOP IN GULL POINT BAY.",10/02/2008 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.25,mg/L,,,,,,358,0.02,26
ABS180,09SWE00148,SAS,NSA,05EB,1,AB05EB5170,"ASTOTIN LAKE, PROFILE",53.67747,-112.84167,0,1,17,N,Profile data & water chemistry collected at 1.0m. Sunny & warm.  Samples collected @ both 1.0m & at 3.7m (used the 4.0m SWE# for 3.7m chemistry). No winklers taken. May have collected samples a little too far west - should have been closer to the island where depth is closer to 5m. Didn't see any zooplankton or benthos in samples. Snowed ~2cm in last 24hrs.,03/04/2009 11:30:00,9107,532,FLUORIDE DISSOLVED,,0.3,mg/L,,,,,,358,0.02,26
ABS180,09SWE00151,SAS,NSA,05EB,1,AB05EB5170,"ASTOTIN LAKE, PROFILE",53.67747,-112.84167,0,1,17,N,Water Chemistry taken at 3.7m - put under this SWE#.,03/04/2009 11:40:00,9107,532,FLUORIDE DISSOLVED,,0.32,mg/L,,,,,,358,0.02,26
ABS002,83AB004031,MAC,ATH,07DC,1,AB07DC0150,"AUDET LAKE (L37), COMPOSITE",57.6475,-110.91167,0,13,,N,,09/01/1983 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.24,mg/L,,,,,,358,0.02,0
ABS002,88AB003457,MAC,ATH,07DC,1,AB07DC0150,"AUDET LAKE (L37), COMPOSITE",57.6475,-110.91167,0,13,,N,,07/25/1988 13:00:00,9107,532,FLUORIDE DISSOLVED,,0.29,mg/L,,,,,,358,0.02,0
ABS002,88AB003458,MAC,ATH,07DC,1,AB07DC0160,"AUDET LAKE (L37), PROFILE AT CENTRE",57.6475,-110.91167,0,1,,N,,03/09/1988 09:01:00,9107,532,FLUORIDE DISSOLVED,,0.36,mg/L,,,,,,358,0.02,0
ABS002,86AB003457,MAC,ATH,07BE,1,AB07BE0510,"AUGER LAKE, COMPOSITE",54.72083,-112.51644,0,13,,N,,05/28/1986 17:00:00,9107,532,FLUORIDE DISSOLVED,,0.34,mg/L,,,,,,358,0.02,0
ABS002,86AB003472,MAC,ATH,07BE,1,AB07BE0700,"BANANA LAKE, COMPOSITE",54.72368,-113.83782,0,13,,N,,06/24/1986 11:30:00,9107,532,FLUORIDE DISSOLVED,,0.11,mg/L,,,,,,358,0.02,0
ABS002,92AB002122,MAC,ATH,07BE,1,AB07BE0810,"BAPTISTE LAKE, COMPOSITE",54.58139,-113.55444,0,13,133,N,,10/20/1992 10:00:00,9107,532,FLUORIDE DISSOLVED,,0.16,mg/L,,,,,,358,0.02,0
ABS002,83AB003456,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,05/11/1983 14:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,83AB003457,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,06/09/1983 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.13,mg/L,,,,,,358,0.02,0
ABS002,83AB003458,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,07/07/1983 11:00:00,9105,532,FLUORIDE DISSOLVED,,0.16,mg/L,,,,,,356,0.05,0
ABS002,83AB003461,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,09/07/1983 15:00:00,9107,532,FLUORIDE DISSOLVED,,0.14,mg/L,,,,,,358,0.02,0
ABS002,83AB003462,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,09/29/1983 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.1,mg/L,,,,,,358,0.02,0
ABS002,84AB003353,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,05/03/1984 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,84AB003354,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,05/29/1984 10:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,84AB003355,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,06/28/1984 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.13,mg/L,,,,,,358,0.02,0
ABS002,84AB003356,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,07/24/1984 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,84AB003358,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,08/21/1984 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,84AB003359,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,09/19/1984 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,85AB003080,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,02/21/1985 10:00:00,9107,532,FLUORIDE DISSOLVED,,0.1,mg/L,,,,,,358,0.02,0
ABS002,85AB003081,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,05/16/1985 10:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,85AB003082,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,06/04/1985 10:00:00,9107,532,FLUORIDE DISSOLVED,,0.11,mg/L,,,,,,358,0.02,0
ABS002,85AB003083,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,07/04/1985 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.11,mg/L,,,,,,358,0.02,0
ABS002,85AB003084,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,08/01/1985 10:00:00,9107,532,FLUORIDE DISSOLVED,,0.11,mg/L,,,,,,358,0.02,0
ABS002,85AB003085,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,08/28/1985 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.1,mg/L,,,,,,358,0.02,0
ABS002,85AB003086,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,09/30/1985 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.14,mg/L,,,,,,358,0.02,0
ABS002,85AB003087,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,10/22/1985 10:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,86AB003488,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,06/05/1986 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.13,mg/L,,,,,,358,0.02,0
ABS002,86AB003489,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,07/03/1986 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,86AB003490,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,08/07/1986 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.1,mg/L,,,,,,358,0.02,0
ABS002,86AB003491,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,08/28/1986 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.11,mg/L,,,,,,358,0.02,0
ABS002,86AB003492,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,09/25/1986 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.11,mg/L,,,,,,358,0.02,0
ABS002,86AB003493,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,10/29/1986 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.09,mg/L,,,,,,358,0.02,0
ABS002,87AB001611,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,05/06/1987 10:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,87AB001612,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,06/03/1987 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,87AB001613,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,07/02/1987 13:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,87AB001614,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,07/29/1987 13:00:00,9107,532,FLUORIDE DISSOLVED,,0.11,mg/L,,,,,,358,0.02,0
ABS002,87AB001615,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,09/08/1987 13:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,87AB001616,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,10/08/1987 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.13,mg/L,,,,,,358,0.02,0
ABS002,87AB001617,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,10/28/1987 11:00:00,9107,532,FLUORIDE DISSOLVED,,0.13,mg/L,,,,,,358,0.02,0
ABS002,88AB002601,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,05/25/1988 13:00:00,9107,532,FLUORIDE DISSOLVED,,0.1,mg/L,,,,,,358,0.02,0
ABS002,88AB002602,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,06/14/1988 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
ABS002,88AB002603,MAC,ATH,07BE,1,AB07BE0830,"BAPTISTE LAKE, NORTH BASIN COMPOSITE",54.78333,-113.55,0,13,133,N,,07/12/1988 12:00:00,9107,532,FLUORIDE DISSOLVED,,0.12,mg/L,,,,,,358,0.02,0
